ID da Compra;Data da Compra;Nome do Material;Quantidade (kg);Preço por kg (R$);Preço Total (R$)
603;2021-01-03;placa eletronica;42.37;36.8;1559.22
604;2021-02-03;cobre;18.84;41.2;776.21
605;2021-02-03;aço;38.05;5.0;190.25
606;2021-02-03;PP CRISTAL;18.18;3.4;61.81
607;2021-02-03;aço;22.1;5.0;110.5
608;2021-02-03;papelão;3.85;0.8;3.08
609;2021-02-03;PP PRETO;45.25;1.3;58.82
610;2021-02-03;latinha;38.42;8.0;307.36
611;2021-02-03;placa eletronica;29.95;36.8;1102.16
612;2021-02-03;chumbo;4.21;8.9;37.47
613;2021-02-03;PP COLORIDO;18.94;1.5;28.41
614;2021-02-03;aço;4.22;5.0;21.1
615;2021-02-03;aluminio;29.07;6.5;188.96
616;2021-02-03;alto impacto;25.6;1.0;25.6
617;2021-02-03;bloco;10.14;7.4;75.04
618;2021-02-03;PP CRISTAL;27.0;3.4;91.8
619;2021-02-03;latinha;44.25;8.0;354.0
620;2021-02-03;latinha;0.43;8.0;3.44
621;2021-02-03;PP CRISTAL;15.75;3.4;53.55
622;2021-02-03;vidro;4.11;1.0;4.11
623;2021-02-03;aço;47.71;5.0;238.55
624;2021-02-03;aluminio;14.93;6.5;97.04
625;2021-02-03;cobre;1.03;41.2;42.44
626;2021-03-03;óleo;38.78;1.8;69.8
627;2021-03-03;papelão;20.22;0.8;16.18
628;2021-03-03;papelão;23.68;0.8;18.94
629;2021-03-03;PP COLORIDO;39.27;1.5;58.9
630;2021-03-03;PP COLORIDO;5.07;1.5;7.6
631;2021-03-03;alto impacto;5.65;1.0;5.65
632;2021-03-03;arquivo;16.56;0.7;11.59
633;2021-03-03;PP PRETO;8.92;1.3;11.6
634;2021-03-03;arquivo;40.54;0.7;28.38
635;2021-03-03;ferro;2.9;1.2;3.48
636;2021-03-03;chumbo;0.79;8.9;7.03
637;2021-03-03;placa eletronica;2.79;36.8;102.67
638;2021-03-03;PET PEAD;38.96;2.3;89.61
639;2021-03-03;placa eletronica;1.73;36.8;63.66
640;2021-03-03;alto impacto;47.51;1.0;47.51
641;2021-03-03;PP PRETO;17.68;1.3;22.98
642;2021-03-03;ferro;35.66;1.2;42.79
643;2021-03-03;chumbo;28.03;8.9;249.47
644;2021-03-03;alto impacto;26.5;1.0;26.5
645;2021-03-03;PP CRISTAL;10.73;3.4;36.48
646;2021-03-03;PP COLORIDO;40.09;1.5;60.14
647;2021-03-03;alto impacto;30.89;1.0;30.89
648;2021-03-03;óleo;19.13;1.8;34.43
649;2021-03-03;latinha;0.38;8.0;3.04
650;2021-04-03;vidro;16.95;1.0;16.95
651;2021-04-03;PP BRANCO;2.73;2.1;5.73
652;2021-04-03;PP CRISTAL;20.69;3.4;70.35
653;2021-04-03;PET PEAD;27.48;2.3;63.2
654;2021-04-03;aço;38.15;5.0;190.75
655;2021-04-03;óleo;2.68;1.8;4.82
656;2021-04-03;placa eletronica;44.37;36.8;1632.82
657;2021-04-03;PP COLORIDO;1.17;1.5;1.76
658;2021-04-03;PP CRISTAL;3.52;3.4;11.97
659;2021-04-03;aço;3.16;5.0;15.8
660;2021-04-03;PET PEAD;6.42;2.3;14.77
661;2021-04-03;PET PEAD;24.03;2.3;55.27
662;2021-04-03;PP CRISTAL;34.42;3.4;117.03
663;2021-04-03;ferro;44.69;1.2;53.63
664;2021-04-03;arquivo;36.94;0.7;25.86
665;2021-04-03;PP BRANCO;11.66;2.1;24.49
666;2021-05-03;papelão;45.71;0.8;36.57
667;2021-05-03;bloco;10.46;7.4;77.4
668;2021-05-03;aluminio;24.59;6.5;159.84
669;2021-05-03;aço;24.07;5.0;120.35
670;2021-05-03;arquivo;12.28;0.7;8.6
671;2021-05-03;vidro;36.82;1.0;36.82
672;2021-05-03;bateria;11.6;5.2;60.32
673;2021-05-03;arquivo;44.8;0.7;31.36
674;2021-05-03;óleo;41.7;1.8;75.06
675;2021-05-03;chumbo;35.3;8.9;314.17
676;2021-05-03;óleo;23.49;1.8;42.28
677;2021-05-03;cobre;33.32;41.2;1372.78
678;2021-05-03;PP CRISTAL;34.99;3.4;118.97
679;2021-05-03;arquivo;7.08;0.7;4.96
680;2021-05-03;bloco;37.7;7.4;278.98
681;2021-05-03;placa eletronica;11.85;36.8;436.08
682;2021-05-03;aço;36.76;5.0;183.8
683;2021-05-03;PP COLORIDO;44.57;1.5;66.86
684;2021-08-03;bloco;39.01;7.4;288.67
685;2021-08-03;cobre;16.18;41.2;666.62
686;2021-08-03;papelão;28.88;0.8;23.1
687;2021-08-03;placa eletronica;4.84;36.8;178.11
688;2021-08-03;placa eletronica;28.93;36.8;1064.62
689;2021-08-03;PP COLORIDO;10.79;1.5;16.18
690;2021-08-03;ferro;29.04;1.2;34.85
691;2021-08-03;bloco;28.28;7.4;209.27
692;2021-08-03;óleo;0.55;1.8;0.99
693;2021-08-03;PET PEAD;18.68;2.3;42.96
694;2021-08-03;PP PRETO;31.46;1.3;40.9
695;2021-08-03;aluminio;2.08;6.5;13.52
696;2021-08-03;latinha;16.35;8.0;130.8
697;2021-08-03;papelão;31.31;0.8;25.05
698;2021-08-03;PP BRANCO;2.0;2.1;4.2
699;2021-08-03;PP COLORIDO;28.42;1.5;42.63
700;2021-08-03;ferro;16.9;1.2;20.28
701;2021-09-03;bloco;27.0;7.4;199.8
702;2021-09-03;chumbo;3.44;8.9;30.62
703;2021-09-03;aluminio;38.4;6.5;249.6
704;2021-09-03;aço;18.17;5.0;90.85
705;2021-09-03;cobre;25.88;41.2;1066.26
706;2021-09-03;óleo;17.32;1.8;31.18
707;2021-09-03;ferro;30.55;1.2;36.66
708;2021-09-03;óleo;46.03;1.8;82.85
709;2021-09-03;aço;23.67;5.0;118.35
710;2021-09-03;arquivo;22.17;0.7;15.52
711;2021-09-03;latinha;41.19;8.0;329.52
712;2021-09-03;bateria;26.0;5.2;135.2
713;2021-09-03;placa eletronica;1.97;36.8;72.5
714;2021-09-03;cobre;17.56;41.2;723.47
715;2021-09-03;ferro;25.58;1.2;30.7
716;2021-09-03;PP BRANCO;1.16;2.1;2.44
717;2021-09-03;óleo;47.14;1.8;84.85
718;2021-09-03;vidro;22.52;1.0;22.52
719;2021-09-03;PP PRETO;4.93;1.3;6.41
720;2021-09-03;vidro;2.39;1.0;2.39
721;2021-09-03;aço;45.77;5.0;228.85
722;2021-09-03;PP PRETO;14.51;1.3;18.86
723;2021-09-03;alto impacto;8.86;1.0;8.86
724;2021-10-03;chumbo;32.58;8.9;289.96
725;2021-10-03;aluminio;43.86;6.5;285.09
726;2021-10-03;óleo;42.92;1.8;77.26
727;2021-10-03;cobre;43.46;41.2;1790.55
728;2021-10-03;latinha;22.69;8.0;181.52
729;2021-10-03;PET PEAD;28.66;2.3;65.92
730;2021-10-03;bateria;30.19;5.2;156.99
731;2021-10-03;PET PEAD;21.01;2.3;48.32
732;2021-10-03;óleo;9.55;1.8;17.19
733;2021-10-03;ferro;2.23;1.2;2.68
734;2021-11-03;cobre;37.99;41.2;1565.19
735;2021-11-03;óleo;8.43;1.8;15.17
736;2021-11-03;vidro;0.92;1.0;0.92
737;2021-11-03;cobre;46.0;41.2;1895.2
738;2021-11-03;aço;6.55;5.0;32.75
739;2021-11-03;bateria;22.54;5.2;117.21
740;2021-11-03;arquivo;10.28;0.7;7.2
741;2021-11-03;bloco;33.55;7.4;248.27
742;2021-11-03;cobre;19.48;41.2;802.58
743;2021-11-03;cobre;5.54;41.2;228.25
744;2021-12-03;bloco;41.56;7.4;307.54
745;2021-12-03;alto impacto;13.94;1.0;13.94
746;2021-12-03;aço;23.66;5.0;118.3
747;2021-12-03;chumbo;44.72;8.9;398.01
748;2021-12-03;vidro;3.45;1.0;3.45
749;2021-12-03;arquivo;24.36;0.7;17.05
750;2021-12-03;ferro;19.71;1.2;23.65
751;;PET PEAD;30.01;2.3;69.02
752;;cobre;6.59;41.2;271.51
753;;chumbo;42.06;8.9;374.33
754;;bateria;47.24;5.2;245.65
755;;aluminio;44.99;6.5;292.44
756;;chumbo;6.81;8.9;60.61
757;;alto impacto;15.41;1.0;15.41
758;;chumbo;0.43;8.9;3.83
759;;PP PRETO;11.68;1.3;15.18
760;;bateria;9.51;5.2;49.45
761;;PP PRETO;46.32;1.3;60.22
762;;aço;49.55;5.0;247.75
763;;PP CRISTAL;10.43;3.4;35.46
764;;chumbo;26.02;8.9;231.58
765;;vidro;19.99;1.0;19.99
766;;chumbo;5.09;8.9;45.3
767;;alto impacto;43.82;1.0;43.82
768;;bloco;36.47;7.4;269.88
769;;óleo;42.57;1.8;76.63
770;;ferro;13.31;1.2;15.97
771;;bloco;38.52;7.4;285.05
772;;PP CRISTAL;35.35;3.4;120.19
773;;arquivo;16.41;0.7;11.49
774;;óleo;43.67;1.8;78.61
775;;arquivo;28.55;0.7;19.98
776;;cobre;32.46;41.2;1337.35
777;;aluminio;17.58;6.5;114.27
778;;papelão;6.82;0.8;5.46
779;;PP CRISTAL;28.74;3.4;97.72
780;;PP PRETO;23.62;1.3;30.71
781;;placa eletronica;12.03;36.8;442.7
782;;placa eletronica;18.16;36.8;668.29
783;;aluminio;31.28;6.5;203.32
784;;chumbo;2.65;8.9;23.58
785;;chumbo;12.07;8.9;107.42
786;;latinha;12.78;8.0;102.24
787;;aluminio;28.78;6.5;187.07
788;;PP CRISTAL;30.45;3.4;103.53
789;;PET PEAD;39.8;2.3;91.54
790;;bloco;2.43;7.4;17.98
791;;ferro;13.61;1.2;16.33
792;;aço;6.29;5.0;31.45
793;;óleo;42.06;1.8;75.71
794;;bloco;31.32;7.4;231.77
795;;vidro;3.1;1.0;3.1
796;;aço;15.53;5.0;77.65
797;;PP BRANCO;49.22;2.1;103.36
798;;papelão;2.89;0.8;2.31
799;;PP CRISTAL;4.19;3.4;14.25
800;;placa eletronica;7.5;36.8;276.0
801;;placa eletronica;16.72;36.8;615.3
802;;aço;26.02;5.0;130.1
803;;PP PRETO;43.17;1.3;56.12
804;;PP BRANCO;22.46;2.1;47.17
805;;PP BRANCO;21.27;2.1;44.67
806;;bloco;40.29;7.4;298.15
807;;arquivo;27.97;0.7;19.58
808;;vidro;31.63;1.0;31.63
809;;papelão;20.71;0.8;16.57
810;;chumbo;27.06;8.9;240.83
811;;latinha;5.22;8.0;41.76
812;;cobre;11.71;41.2;482.45
813;;alto impacto;39.19;1.0;39.19
814;;PP COLORIDO;12.77;1.5;19.16
815;;ferro;11.66;1.2;13.99
816;;vidro;32.87;1.0;32.87
817;;óleo;19.26;1.8;34.67
818;;alto impacto;18.76;1.0;18.76
819;;aço;25.85;5.0;129.25
820;;bloco;16.83;7.4;124.54
821;;aluminio;35.29;6.5;229.38
822;;alto impacto;21.65;1.0;21.65
823;;vidro;9.83;1.0;9.83
824;;bloco;3.0;7.4;22.2
825;;PET PEAD;42.05;2.3;96.71
826;;PP BRANCO;47.33;2.1;99.39
827;;cobre;26.05;41.2;1073.26
828;;bloco;46.92;7.4;347.21
829;;ferro;23.3;1.2;27.96
830;;cobre;30.97;41.2;1275.96
831;;PET PEAD;28.42;2.3;65.37
832;;vidro;30.4;1.0;30.4
833;;alto impacto;36.06;1.0;36.06
834;;latinha;32.69;8.0;261.52
835;;chumbo;47.8;8.9;425.42
836;;papelão;4.96;0.8;3.97
837;;aluminio;34.57;6.5;224.7
838;;arquivo;19.38;0.7;13.57
839;;PP BRANCO;45.12;2.1;94.75
840;;placa eletronica;21.07;36.8;775.38
841;;alto impacto;23.34;1.0;23.34
842;;bloco;9.87;7.4;73.04
843;;PP CRISTAL;0.89;3.4;3.03
844;;bateria;42.67;5.2;221.88
845;;aluminio;29.23;6.5;190.0
846;;chumbo;5.77;8.9;51.35
847;;cobre;15.09;41.2;621.71
848;;PP PRETO;7.8;1.3;10.14
849;;papelão;31.16;0.8;24.93
850;;arquivo;48.59;0.7;34.01
851;;aluminio;41.58;6.5;270.27
852;;óleo;48.92;1.8;88.06
853;;PET PEAD;31.81;2.3;73.16
854;;chumbo;16.12;8.9;143.47
855;;aluminio;43.59;6.5;283.34
856;;papelão;8.92;0.8;7.14
857;;alto impacto;21.59;1.0;21.59
858;;ferro;20.74;1.2;24.89
859;;PP BRANCO;23.26;2.1;48.85
860;;PP COLORIDO;19.12;1.5;28.68
861;;vidro;0.57;1.0;0.57
862;;PP COLORIDO;24.91;1.5;37.36
863;;alto impacto;6.06;1.0;6.06
864;;placa eletronica;7.63;36.8;280.78
865;;bateria;42.51;5.2;221.05
866;;aço;26.7;5.0;133.5
867;;aço;36.93;5.0;184.65
868;;cobre;7.6;41.2;313.12
869;;PP CRISTAL;41.81;3.4;142.15
870;;latinha;48.97;8.0;391.76
871;;arquivo;31.47;0.7;22.03
872;;aço;37.69;5.0;188.45
873;;bloco;45.97;7.4;340.18
874;;PP CRISTAL;28.38;3.4;96.49
875;;arquivo;44.79;0.7;31.35
876;;ferro;13.18;1.2;15.82
877;;latinha;16.37;8.0;130.96
878;;ferro;7.32;1.2;8.78
879;;cobre;24.46;41.2;1007.75
880;;ferro;38.83;1.2;46.6
881;;latinha;39.63;8.0;317.04
882;;vidro;27.51;1.0;27.51
883;;papelão;19.58;0.8;15.66
884;;PP PRETO;12.82;1.3;16.67
885;;bloco;40.13;7.4;296.96
886;;bloco;33.08;7.4;244.79
887;;PET PEAD;49.77;2.3;114.47
888;;PP PRETO;48.47;1.3;63.01
889;;latinha;21.68;8.0;173.44
890;;arquivo;23.4;0.7;16.38
891;;bateria;29.2;5.2;151.84
892;;bateria;48.29;5.2;251.11
893;;PP CRISTAL;33.5;3.4;113.9
894;;papelão;32.77;0.8;26.22
895;;PP BRANCO;6.22;2.1;13.06
896;;óleo;43.9;1.8;79.02
897;;papelão;30.47;0.8;24.38
898;;PP PRETO;18.73;1.3;24.35
899;;ferro;27.18;1.2;32.62
900;;latinha;21.11;8.0;168.88
901;;ferro;23.3;1.2;27.96
902;;ferro;49.68;1.2;59.62
903;;placa eletronica;22.4;36.8;824.32
904;;óleo;24.86;1.8;44.75
905;;chumbo;41.36;8.9;368.1
906;;aluminio;45.72;6.5;297.18
907;;PP BRANCO;24.34;2.1;51.11
908;;ferro;27.04;1.2;32.45
909;;bloco;42.75;7.4;316.35
910;;aluminio;37.62;6.5;244.53
911;;arquivo;46.75;0.7;32.72
912;;PP BRANCO;7.68;2.1;16.13
913;;arquivo;25.2;0.7;17.64
914;;latinha;8.87;8.0;70.96
915;;aluminio;23.67;6.5;153.86
916;;papelão;6.88;0.8;5.5
917;;bateria;9.36;5.2;48.67
918;;aluminio;42.48;6.5;276.12
919;;vidro;1.71;1.0;1.71
920;;PP BRANCO;3.29;2.1;6.91
921;;latinha;14.17;8.0;113.36
922;;arquivo;3.8;0.7;2.66
923;;chumbo;10.8;8.9;96.12
924;;cobre;11.62;41.2;478.74
925;;PP COLORIDO;29.77;1.5;44.66
926;;PP COLORIDO;4.33;1.5;6.5
927;;PP CRISTAL;9.35;3.4;31.79
928;;PP CRISTAL;2.5;3.4;8.5
929;;latinha;8.71;8.0;69.68
930;;bloco;31.58;7.4;233.69
931;;PET PEAD;31.61;2.3;72.7
932;;PP CRISTAL;22.95;3.4;78.03
933;;aluminio;0.3;6.5;1.95
934;;placa eletronica;14.03;36.8;516.3
935;;ferro;39.0;1.2;46.8
936;;óleo;20.23;1.8;36.41
937;;latinha;1.02;8.0;8.16
938;;ferro;31.78;1.2;38.14
939;;bateria;4.03;5.2;20.96
940;;chumbo;43.83;8.9;390.09
941;;PET PEAD;9.07;2.3;20.86
942;;vidro;7.26;1.0;7.26
943;;PP CRISTAL;44.52;3.4;151.37
944;;alto impacto;1.36;1.0;1.36
945;;PP PRETO;43.49;1.3;56.54
946;;PP CRISTAL;39.44;3.4;134.1
947;;placa eletronica;41.7;36.8;1534.56
948;;vidro;44.06;1.0;44.06
949;;PP COLORIDO;27.45;1.5;41.18
950;;alto impacto;30.33;1.0;30.33
951;;PP BRANCO;24.08;2.1;50.57
952;;placa eletronica;38.22;36.8;1406.5
953;;PET PEAD;13.52;2.3;31.1
954;;vidro;39.71;1.0;39.71
955;;bateria;11.39;5.2;59.23
956;;papelão;48.19;0.8;38.55
957;;PP CRISTAL;17.07;3.4;58.04
958;2021-01-04;aluminio;34.6;6.2;214.52
959;2021-01-04;vidro;7.99;1.1;8.79
960;2021-02-04;aluminio;11.18;6.2;69.32
961;2021-02-04;chumbo;8.23;9.5;78.18
962;2021-02-04;latinha;34.21;7.5;256.58
963;2021-02-04;bloco;19.67;7.0;137.69
964;2021-02-04;óleo;40.18;1.7;68.31
965;2021-02-04;latinha;12.0;7.5;90.0
966;2021-02-04;aço;43.29;5.3;229.44
967;2021-02-04;aço;34.54;5.3;183.06
968;2021-02-04;latinha;25.63;7.5;192.22
969;2021-02-04;vidro;23.74;1.1;26.11
970;2021-02-04;aluminio;22.86;6.2;141.73
971;2021-02-04;placa eletronica;23.43;38.8;909.08
972;2021-02-04;aço;46.29;5.3;245.34
973;2021-02-04;vidro;8.99;1.1;9.89
974;2021-02-04;aço;15.43;5.3;81.78
975;2021-02-04;placa eletronica;41.58;38.8;1613.3
976;2021-02-04;alto impacto;37.17;1.1;40.89
977;2021-02-04;aluminio;7.2;6.2;44.64
978;2021-02-04;PP CRISTAL;1.59;3.2;5.09
979;2021-02-04;PP PRETO;2.45;1.4;3.43
980;2021-02-04;chumbo;6.83;9.5;64.89
981;2021-02-04;cobre;21.39;43.9;939.02
982;2021-05-04;ferro;47.56;1.3;61.83
983;2021-05-04;PP CRISTAL;2.46;3.2;7.87
984;2021-05-04;óleo;22.72;1.7;38.62
985;2021-05-04;papelão;15.75;0.8;12.6
986;2021-05-04;bloco;42.53;7.0;297.71
987;2021-05-04;PP CRISTAL;49.28;3.2;157.7
988;2021-05-04;bateria;10.8;5.5;59.4
989;2021-05-04;PET PEAD;13.73;2.5;34.33
990;2021-05-04;latinha;40.46;7.5;303.45
991;2021-05-04;PP CRISTAL;24.19;3.2;77.41
992;2021-05-04;ferro;18.42;1.3;23.95
993;2021-05-04;ferro;15.51;1.3;20.16
994;2021-05-04;ferro;34.59;1.3;44.97
995;2021-05-04;PET PEAD;1.27;2.5;3.18
996;2021-05-04;arquivo;13.49;0.7;9.44
997;2021-05-04;óleo;22.52;1.7;38.28
998;2021-05-04;bateria;26.02;5.5;143.11
999;2021-05-04;papelão;27.11;0.8;21.69
1000;2021-05-04;bateria;35.61;5.5;195.86
1001;2021-05-04;PP COLORIDO;29.28;1.6;46.85
1002;2021-05-04;aluminio;24.3;6.2;150.66
1003;2021-06-04;chumbo;7.54;9.5;71.63
1004;2021-06-04;cobre;48.23;43.9;2117.3
1005;2021-06-04;PP COLORIDO;35.62;1.6;56.99
1006;2021-06-04;aluminio;44.45;6.2;275.59
1007;2021-06-04;placa eletronica;23.33;38.8;905.2
1008;2021-07-04;chumbo;36.82;9.5;349.79
1009;2021-07-04;vidro;5.25;1.1;5.78
1010;2021-07-04;bloco;7.82;7.0;54.74
1011;2021-07-04;alto impacto;49.87;1.1;54.86
1012;2021-07-04;placa eletronica;47.08;38.8;1826.7
1013;2021-07-04;placa eletronica;6.95;38.8;269.66
1014;2021-07-04;bateria;36.1;5.5;198.55
1015;2021-07-04;óleo;22.06;1.7;37.5
1016;2021-07-04;PP COLORIDO;39.07;1.6;62.51
1017;2021-07-04;aluminio;1.34;6.2;8.31
1018;2021-07-04;chumbo;38.99;9.5;370.4
1019;2021-07-04;latinha;19.56;7.5;146.7
1020;2021-08-04;aço;43.87;5.3;232.51
1021;2021-08-04;chumbo;49.58;9.5;471.01
1022;2021-08-04;latinha;31.4;7.5;235.5
1023;2021-08-04;placa eletronica;20.78;38.8;806.26
1024;2021-08-04;óleo;22.94;1.7;39.0
1025;2021-08-04;aluminio;37.56;6.2;232.87
1026;2021-08-04;arquivo;25.85;0.7;18.1
1027;2021-08-04;aluminio;15.19;6.2;94.18
1028;2021-08-04;bateria;22.12;5.5;121.66
1029;2021-08-04;PP COLORIDO;14.22;1.6;22.75
1030;2021-08-04;PP COLORIDO;5.38;1.6;8.61
1031;2021-08-04;cobre;21.39;43.9;939.02
1032;2021-08-04;bateria;31.88;5.5;175.34
1033;2021-08-04;arquivo;46.47;0.7;32.53
1034;2021-08-04;alto impacto;5.86;1.1;6.45
1035;2021-08-04;chumbo;41.01;9.5;389.6
1036;2021-09-04;PP COLORIDO;24.52;1.6;39.23
1037;2021-09-04;óleo;14.96;1.7;25.43
1038;2021-09-04;PP COLORIDO;22.12;1.6;35.39
1039;2021-09-04;bateria;38.33;5.5;210.82
1040;2021-09-04;aluminio;9.66;6.2;59.89
1041;2021-12-04;arquivo;30.1;0.7;21.07
1042;2021-12-04;bateria;47.0;5.5;258.5
1043;2021-12-04;vidro;8.6;1.1;9.46
1044;2021-12-04;vidro;25.38;1.1;27.92
1045;2021-12-04;aluminio;12.79;6.2;79.3
1046;2021-12-04;aço;20.44;5.3;108.33
1047;2021-12-04;PP CRISTAL;11.08;3.2;35.46
1048;2021-12-04;arquivo;30.51;0.7;21.36
1049;2021-12-04;vidro;35.87;1.1;39.46
1050;2021-12-04;latinha;28.3;7.5;212.25
1051;2021-12-04;bateria;27.96;5.5;153.78
1052;2021-12-04;arquivo;17.22;0.7;12.05
1053;2021-12-04;PP COLORIDO;2.95;1.6;4.72
1054;2021-12-04;latinha;30.59;7.5;229.42
1055;2021-12-04;PET PEAD;16.02;2.5;40.05
1056;2021-12-04;óleo;32.19;1.7;54.72
1057;2021-12-04;alto impacto;6.92;1.1;7.61
1058;2021-12-04;PP COLORIDO;29.46;1.6;47.14
1059;2021-12-04;alto impacto;38.74;1.1;42.61
1060;2021-12-04;cobre;17.52;43.9;769.13
1061;2021-12-04;PP CRISTAL;4.03;3.2;12.9
1062;2021-12-04;bateria;19.09;5.5;105.0
1063;2021-12-04;vidro;1.03;1.1;1.13
1064;2021-12-04;aluminio;25.51;6.2;158.16
1065;;cobre;5.2;43.9;228.28
1066;;arquivo;17.36;0.7;12.15
1067;;bloco;2.02;7.0;14.14
1068;;PP BRANCO;45.4;1.9;86.26
1069;;vidro;41.52;1.1;45.67
1070;;alto impacto;25.03;1.1;27.53
1071;;PP PRETO;17.91;1.4;25.07
1072;;aluminio;38.71;6.2;240.0
1073;;PET PEAD;22.32;2.5;55.8
1074;;bateria;45.61;5.5;250.86
1075;;ferro;14.68;1.3;19.08
1076;;placa eletronica;32.51;38.8;1261.39
1077;;latinha;27.37;7.5;205.28
1078;;aço;25.43;5.3;134.78
1079;;papelão;32.5;0.8;26.0
1080;;aço;46.84;5.3;248.25
1081;;bateria;25.32;5.5;139.26
1082;;ferro;6.25;1.3;8.12
1083;;placa eletronica;37.36;38.8;1449.57
1084;;papelão;3.31;0.8;2.65
1085;;PET PEAD;27.0;2.5;67.5
1086;;PET PEAD;29.63;2.5;74.08
1087;;papelão;15.7;0.8;12.56
1088;;PP BRANCO;22.7;1.9;43.13
1089;;PP PRETO;2.3;1.4;3.22
1090;;PP COLORIDO;22.76;1.6;36.42
1091;;PP CRISTAL;18.69;3.2;59.81
1092;;aluminio;19.4;6.2;120.28
1093;;placa eletronica;2.55;38.8;98.94
1094;;PP BRANCO;37.3;1.9;70.87
1095;;placa eletronica;38.12;38.8;1479.06
1096;;aluminio;26.87;6.2;166.59
1097;;aço;21.91;5.3;116.12
1098;;PP COLORIDO;36.9;1.6;59.04
1099;;latinha;28.97;7.5;217.27
1100;;PP CRISTAL;45.69;3.2;146.21
1101;;PP CRISTAL;34.03;3.2;108.9
1102;;arquivo;31.01;0.7;21.71
1103;;ferro;27.5;1.3;35.75
1104;;bloco;43.68;7.0;305.76
1105;;placa eletronica;29.83;38.8;1157.4
1106;;óleo;39.48;1.7;67.12
1107;;bloco;23.66;7.0;165.62
1108;;vidro;11.17;1.1;12.29
1109;;chumbo;11.96;9.5;113.62
1110;;PP CRISTAL;43.43;3.2;138.98
1111;;PP COLORIDO;10.72;1.6;17.15
1112;;vidro;19.92;1.1;21.91
1113;;bateria;10.84;5.5;59.62
1114;;chumbo;6.75;9.5;64.12
1115;;latinha;28.77;7.5;215.78
1116;;vidro;14.24;1.1;15.66
1117;;aço;2.17;5.3;11.5
1118;;bloco;33.75;7.0;236.25
1119;;bateria;25.44;5.5;139.92
1120;;arquivo;43.23;0.7;30.26
1121;;PP BRANCO;24.48;1.9;46.51
1122;;bateria;46.75;5.5;257.12
1123;;aço;28.7;5.3;152.11
1124;;PP BRANCO;9.28;1.9;17.63
1125;;ferro;31.55;1.3;41.02
1126;;cobre;13.47;43.9;591.33
1127;;PP CRISTAL;35.72;3.2;114.3
1128;;PP COLORIDO;20.35;1.6;32.56
1129;;cobre;9.6;43.9;421.44
1130;;vidro;30.56;1.1;33.62
1131;;aço;17.38;5.3;92.11
1132;;latinha;9.72;7.5;72.9
1133;;ferro;25.48;1.3;33.12
1134;;ferro;4.01;1.3;5.21
1135;;ferro;5.84;1.3;7.59
1136;;placa eletronica;6.02;38.8;233.58
1137;;bloco;39.6;7.0;277.2
1138;;óleo;4.58;1.7;7.79
1139;;PP PRETO;14.91;1.4;20.87
1140;;latinha;40.3;7.5;302.25
1141;;placa eletronica;41.19;38.8;1598.17
1142;;latinha;24.21;7.5;181.58
1143;;bateria;22.61;5.5;124.35
1144;;PP CRISTAL;20.32;3.2;65.02
1145;;aço;21.48;5.3;113.84
1146;;aluminio;0.45;6.2;2.79
1147;;aluminio;28.57;6.2;177.13
1148;;PET PEAD;38.01;2.5;95.02
1149;;PP CRISTAL;17.07;3.2;54.62
1150;;PP COLORIDO;7.33;1.6;11.73
1151;;papelão;9.36;0.8;7.49
1152;;chumbo;44.67;9.5;424.36
1153;;alto impacto;15.66;1.1;17.23
1154;;PP PRETO;2.82;1.4;3.95
1155;;PP PRETO;28.76;1.4;40.26
1156;;vidro;17.63;1.1;19.39
1157;;vidro;11.35;1.1;12.49
1158;;PP COLORIDO;5.13;1.6;8.21
1159;;chumbo;44.34;9.5;421.23
1160;;PP PRETO;1.07;1.4;1.5
1161;;PP PRETO;11.19;1.4;15.67
1162;;PP CRISTAL;8.19;3.2;26.21
1163;;PP COLORIDO;18.15;1.6;29.04
1164;;PP BRANCO;43.03;1.9;81.76
1165;;aluminio;28.86;6.2;178.93
1166;;bateria;11.47;5.5;63.08
1167;;bloco;16.56;7.0;115.92
1168;;chumbo;14.39;9.5;136.71
1169;;PP BRANCO;48.5;1.9;92.15
1170;;ferro;18.65;1.3;24.24
1171;;vidro;31.99;1.1;35.19
1172;;aço;4.89;5.3;25.92
1173;;placa eletronica;17.46;38.8;677.45
1174;;chumbo;37.78;9.5;358.91
1175;;ferro;35.58;1.3;46.25
1176;;PP COLORIDO;29.25;1.6;46.8
1177;;PP COLORIDO;21.83;1.6;34.93
1178;;ferro;34.25;1.3;44.52
1179;;PET PEAD;47.54;2.5;118.85
1180;;latinha;9.97;7.5;74.78
1181;;aluminio;4.52;6.2;28.02
1182;;PP BRANCO;35.7;1.9;67.83
1183;;PP CRISTAL;48.03;3.2;153.7
1184;;PP COLORIDO;43.91;1.6;70.26
1185;;PP CRISTAL;25.09;3.2;80.29
1186;;PP COLORIDO;33.56;1.6;53.7
1187;;PP BRANCO;27.92;1.9;53.05
1188;;cobre;35.79;43.9;1571.18
1189;;papelão;36.13;0.8;28.9
1190;;bateria;44.21;5.5;243.16
1191;;placa eletronica;3.91;38.8;151.71
1192;;latinha;10.87;7.5;81.52
1193;;PET PEAD;36.57;2.5;91.42
1194;;placa eletronica;38.81;38.8;1505.83
1195;;PP CRISTAL;3.84;3.2;12.29
1196;;bloco;46.96;7.0;328.72
1197;;alto impacto;3.37;1.1;3.71
1198;;bateria;12.16;5.5;66.88
1199;;PP COLORIDO;38.9;1.6;62.24
