Data da Compra;Quantidade (kg);Nome do Material;Preço Total (R$);Margem de Lucro (%);Valor de Revenda (R$)
2021-02-01;10.21;óleo;27.77;0.4;38.99
2021-02-01;39.47;PET PEAD;130.25;0.34;174.96
2021-02-01;13.81;PP BRANCO;42.12;0.36;57.11
2021-02-01;25.95;PP COLORIDO;51.12;0.35;69.01
2021-02-01;17.03;PVC vidro;1903.27;0.41;2679.49
2021-02-01;34.27;PP COLORIDO;68.2;0.31;89.43
2021-02-01;21.76;latinha;255.9;0.34;342.98
2021-02-01;43.54;PP COLORIDO;87.08;0.43;124.38
2021-02-01;11.19;vidro;15.44;0.32;20.44
2021-02-01;28.84;chumbo;282.63;0.32;374.35
2021-02-01;42.96;ferro;70.45;0.39;97.64
2021-02-02;19.73;placa eletronica;1077.06;0.34;1447.71
2021-02-02;15.16;PET PEAD;52.3;0.33;69.71
2021-02-02;4.23;chumbo;42.6;0.34;57.18
2021-02-02;43.44;cobre;2617.69;0.43;3753.0
2021-02-02;44.84;PP PRETO;76.68;0.35;103.72
2021-02-02;4.25;chumbo;42.12;0.35;56.69
2021-02-02;35.13;alto impacto;47.43;0.31;61.95
2021-02-02;36.4;chumbo;361.09;0.41;510.05
2021-02-02;10.96;aluminio;106.31;0.41;149.87
2021-02-02;25.97;arquivo;28.83;0.41;40.7
2021-02-02;44.31;cobre;2612.07;0.38;3614.93
2021-02-02;15.51;ferro;25.28;0.35;34.1
2021-02-02;35.04;papelão;38.19;0.41;54.0
2021-02-02;38.52;chumbo;402.15;0.35;541.05
2021-02-02;25.12;PP PRETO;43.96;0.38;60.55
2021-02-02;26.62;PP CRISTAL;104.88;0.33;139.65
2021-02-02;44.5;chumbo;464.13;0.37;634.05
2021-02-02;32.52;alto impacto;43.25;0.3;56.26
2021-02-03;15.21;aço;107.53;0.34;143.91
2021-02-03;42.83;ferro;71.1;0.33;94.49
2021-02-03;12.54;ferro;20.57;0.31;27.02
2021-02-03;42.02;ferro;69.75;0.31;91.18
2021-02-03;2.53;bloco;26.97;0.42;38.24
2021-02-03;14.76;PP CRISTAL;58.6;0.43;83.99
2021-02-03;9.36;alto impacto;12.73;0.42;18.08
2021-02-03;21.77;cobre;1296.19;0.33;1720.0
2021-02-03;18.79;PVC vidro;2080.43;0.37;2855.31
2021-02-03;5.27;ferro;8.48;0.42;12.02
2021-02-03;35.92;latinha;403.02;0.35;542.68
2021-02-03;39.38;aço;289.05;0.35;391.21
2021-02-03;33.05;bloco;357.93;0.34;481.37
2021-02-03;13.03;PP PRETO;23.45;0.32;31.06
2021-02-03;4.42;vidro;6.06;0.41;8.52
2021-02-03;25.26;PET PEAD;86.64;0.36;117.87
2021-02-03;35.14;óleo;92.42;0.43;132.25
2021-02-03;0.34;aluminio;3.26;0.33;4.35
2021-02-03;10.9;PP BRANCO;33.03;0.43;47.29
2021-02-03;41.05;ferro;68.14;0.31;89.53
2021-02-03;11.72;arquivo;12.42;0.34;16.68
2021-02-04;39.45;papelão;42.61;0.34;56.89
2021-02-04;32.41;bateria;215.2;0.36;292.02
2021-02-04;3.89;ferro;6.34;0.31;8.31
2021-02-04;30.75;placa eletronica;1698.01;0.32;2238.21
2021-02-04;35.89;PVC vidro;3882.22;0.42;5512.81
2021-02-04;28.72;alto impacto;38.2;0.33;50.95
2021-02-04;22.55;cobre;1359.99;0.4;1897.65
2021-02-04;26.98;aço;201.0;0.45;291.23
2021-02-04;40.22;PVC vidro;4475.68;0.3;5823.24
2021-02-04;22.75;ferro;35.72;0.31;46.84
2021-02-05;26.95;vidro;35.3;0.41;49.64
2021-02-05;4.82;arquivo;5.01;0.45;7.25
2021-02-05;49.23;PP BRANCO;155.07;0.33;205.56
2021-02-05;11.32;arquivo;11.89;0.37;16.24
2021-02-05;34.94;óleo;91.89;0.33;121.83
2021-02-05;10.16;papelão;11.28;0.38;15.53
2021-02-05;12.01;vidro;15.85;0.35;21.45
2021-02-05;44.57;aço;336.06;0.34;450.68
2021-02-05;18.97;papelão;20.11;0.38;27.71
2021-02-05;45.19;PP BRANCO;136.93;0.32;180.6
2021-02-05;0.44;latinha;4.83;0.34;6.5
2021-02-05;45.29;cobre;2791.68;0.41;3926.15
2021-02-05;30.83;aço;226.6;0.45;328.17
2021-02-05;23.33;PVC vidro;2436.35;0.37;3330.65
2021-02-05;19.4;óleo;52.77;0.44;76.15
2021-02-05;27.92;chumbo;291.48;0.33;387.11
2021-02-05;8.48;latinha;97.52;0.35;131.2
2021-02-05;46.28;papelão;48.13;0.45;69.76
2021-02-05;7.11;alto impacto;9.67;0.37;13.28
2021-02-05;47.1;ferro;77.24;0.31;100.98
2021-02-05;16.18;vidro;21.36;0.41;30.17
2021-02-05;30.73;placa eletronica;1671.1;0.36;2266.65
2021-02-05;20.06;PET PEAD;65.6;0.35;88.81
2021-02-05;11.51;PP COLORIDO;23.48;0.42;33.23
2021-02-06;38.64;aço;289.8;0.36;394.88
2021-02-06;7.26;ferro;11.98;0.34;16.1
2021-02-06;26.29;PP CRISTAL;106.74;0.45;154.7
2021-02-06;31.74;ferro;52.37;0.39;72.89
2021-02-06;28.54;PVC vidro;3182.5;0.38;4398.63
2021-02-06;43.6;PP PRETO;77.61;0.36;105.73
2021-02-06;23.62;aço;168.17;0.31;219.78
2021-02-07;23.07;bloco;245.23;0.38;337.38
2021-02-07;19.18;PP PRETO;32.99;0.44;47.46
2021-02-07;43.96;PET PEAD;149.9;0.41;210.99
2021-02-07;2.11;bloco;23.13;0.37;31.8
2021-02-07;3.83;aluminio;35.01;0.33;46.56
2021-02-07;24.83;aluminio;235.88;0.39;328.97
2021-02-08;49.14;placa eletronica;2730.22;0.36;3726.67
2021-02-08;48.65;chumbo;499.64;0.4;697.88
2021-02-08;15.97;chumbo;165.61;0.34;221.71
2021-02-08;41.64;vidro;56.63;0.31;73.93
2021-02-08;11.8;óleo;32.1;0.4;44.87
2021-02-08;37.87;papelão;39.38;0.32;51.79
2021-02-08;7.37;PP PRETO;12.82;0.42;18.2
2021-02-08;40.55;óleo;105.43;0.43;150.46
2021-02-08;31.13;chumbo;311.61;0.42;441.74
2021-02-08;20.95;PP COLORIDO;43.58;0.41;61.66
2021-02-08;11.64;ferro;18.51;0.39;25.82
2021-02-08;19.86;vidro;26.81;0.42;38.11
2021-02-08;41.02;aço;304.37;0.34;408.34
2021-02-08;26.2;aluminio;250.21;0.3;326.47
2021-02-08;18.03;óleo;50.3;0.31;65.77
2021-02-08;25.1;chumbo;245.98;0.3;319.97
2021-02-08;2.0;latinha;23.36;0.42;33.16
2021-02-08;17.92;arquivo;19.35;0.36;26.31
2021-02-08;46.81;PVC vidro;5155.65;0.39;7146.35
2021-02-09;0.8;placa eletronica;42.65;0.31;56.08
2021-02-09;48.46;PET PEAD;167.19;0.36;228.21
2021-02-09;25.29;PP CRISTAL;100.91;0.35;136.61
2021-02-10;18.14;bloco;194.28;0.31;254.14
2021-02-10;29.81;arquivo;31.3;0.45;45.26
2021-02-10;21.68;placa eletronica;1176.57;0.31;1538.45
2021-02-10;19.53;bateria;130.85;0.4;182.83
2021-02-10;33.25;PP COLORIDO;64.84;0.31;85.01
2021-02-10;19.58;bloco;202.85;0.4;283.19
2021-02-10;40.78;aço;293.62;0.32;387.11
2021-02-11;3.24;alto impacto;4.28;0.33;5.7
2021-02-11;37.7;aço;275.21;0.38;379.74
2021-02-11;47.69;PP COLORIDO;97.76;0.4;136.63
2021-02-11;30.22;PP CRISTAL;117.56;0.31;154.36
2021-02-11;0.24;PP COLORIDO;0.49;0.33;0.65
2021-02-11;13.46;arquivo;14.67;0.36;19.91
2021-02-11;20.28;PP PRETO;36.5;0.41;51.64
2021-02-11;42.87;chumbo;434.27;0.38;600.2
2021-02-11;39.52;PP CRISTAL;155.31;0.34;208.86
2021-02-11;15.93;PVC vidro;1689.06;0.38;2330.76
2021-02-11;19.75;PET PEAD;67.35;0.41;94.77
2021-02-11;1.88;PP PRETO;3.21;0.43;4.59
2021-02-11;42.87;latinha;481.0;0.4;673.98
2021-02-11;7.53;arquivo;8.13;0.31;10.69
2021-02-11;15.81;alto impacto;21.5;0.33;28.62
2021-02-11;41.08;bloco;432.16;0.33;574.79
2021-02-11;17.58;PP CRISTAL;66.45;0.44;95.47
2021-02-11;17.28;arquivo;19.18;0.42;27.27
2021-02-11;32.71;alto impacto;43.18;0.39;59.93
2021-02-11;11.17;aluminio;106.11;0.44;152.84
2021-02-11;30.39;aço;213.64;0.35;288.27
2021-02-11;22.87;aluminio;208.35;0.37;286.19
2021-02-11;11.36;aluminio;104.51;0.41;146.97
2021-02-11;0.23;PP COLORIDO;0.48;0.32;0.64
2021-02-11;24.18;vidro;33.13;0.34;44.31
2021-02-11;36.3;ferro;56.99;0.4;79.56
2021-02-11;23.73;óleo;65.73;0.35;88.48
2021-02-11;46.09;PP COLORIDO;90.8;0.38;125.21
2021-02-12;25.66;chumbo;257.37;0.35;348.26
2021-02-12;0.54;cobre;31.78;0.37;43.53
2021-02-12;4.34;ferro;6.81;0.35;9.22
2021-02-12;13.94;bateria;94.37;0.39;131.58
2021-02-12;19.52;arquivo;20.3;0.37;27.91
2021-02-12;23.08;chumbo;229.88;0.4;321.21
2021-02-12;35.79;ferro;59.05;0.36;80.16
2021-02-12;39.87;cobre;2321.23;0.43;3328.22
2021-02-12;35.32;aço;260.66;0.39;361.78
2021-02-12;44.7;PP CRISTAL;177.46;0.33;235.66
2021-02-12;39.93;placa eletronica;2089.14;0.41;2937.01
2021-02-12;29.32;PVC vidro;3133.14;0.43;4469.31
2021-02-12;42.4;bateria;282.38;0.34;377.05
2021-02-12;6.32;vidro;8.6;0.3;11.2
2021-02-12;39.87;PET PEAD;135.96;0.38;187.95
2021-02-12;1.23;bateria;8.08;0.38;11.16
2021-02-12;40.22;arquivo;41.83;0.43;59.88
2021-02-12;34.55;ferro;54.24;0.3;70.57
2021-02-12;28.3;óleo;73.58;0.38;101.35
2021-02-12;12.08;bloco;128.17;0.41;180.49
2021-02-12;36.09;bateria;242.52;0.38;333.88
2021-02-12;21.26;bloco;218.98;0.44;315.57
2021-02-12;6.57;PP CRISTAL;25.23;0.42;35.71
2021-02-12;32.45;PET PEAD;112.6;0.4;157.29
2021-02-13;42.84;chumbo;435.25;0.44;624.8
2021-02-13;0.81;PVC vidro;88.18;0.32;116.42
2021-02-13;1.04;chumbo;10.69;0.33;14.17
2021-02-13;40.61;arquivo;42.64;0.39;59.26
2021-02-13;10.22;aço;75.53;0.36;102.85
2021-02-13;27.23;placa eletronica;1450.54;0.37;1985.0
2021-02-13;37.9;ferro;62.53;0.42;88.72
2021-02-13;38.16;vidro;52.66;0.32;69.51
2021-02-13;18.87;PVC vidro;2073.25;0.34;2781.27
2021-02-13;49.13;cobre;2983.17;0.43;4269.22
2021-02-13;31.03;PET PEAD;100.85;0.35;135.65
2021-02-13;19.68;aço;138.55;0.33;184.81
2021-02-13;5.16;cobre;311.41;0.42;441.02
2021-02-13;8.22;arquivo;9.04;0.4;12.63
2021-02-13;39.75;PET PEAD;134.35;0.38;185.73
2021-02-13;44.84;cobre;2634.35;0.36;3575.45
2021-02-13;32.33;PP BRANCO;99.25;0.44;143.0
2021-02-13;25.07;latinha;287.3;0.31;375.09
2021-02-13;45.57;vidro;63.34;0.43;90.83
2021-02-13;6.3;aluminio;60.29;0.34;80.86
2021-02-13;26.39;vidro;35.63;0.43;51.05
2021-02-13;39.63;cobre;2328.66;0.32;3063.0
2021-02-13;42.53;bateria;278.57;0.32;367.28
2021-02-13;11.99;vidro;16.67;0.31;21.76
2021-02-13;3.29;bateria;22.17;0.43;31.71
2021-02-13;42.6;PP CRISTAL;166.99;0.34;223.28
2021-02-13;23.18;aluminio;219.98;0.34;295.33
2021-02-13;48.96;PET PEAD;169.89;0.31;221.74
2021-02-13;0.47;alto impacto;0.64;0.34;0.86
2021-02-13;3.31;PET PEAD;11.32;0.42;16.12
2021-02-14;16.63;alto impacto;22.95;0.35;31.02
2021-02-14;16.59;PP COLORIDO;32.85;0.32;43.21
2021-02-14;29.88;óleo;82.77;0.38;114.43
2021-02-14;3.54;PP BRANCO;10.83;0.45;15.66
2021-02-14;34.49;PP CRISTAL;131.06;0.41;184.2
2021-02-14;8.8;bloco;93.81;0.38;129.8
2021-02-14;34.03;aço;249.44;0.34;333.06
2021-02-14;40.39;cobre;2445.21;0.41;3453.74
2021-02-14;10.95;papelão;12.26;0.33;16.33
2021-02-14;40.71;aluminio;390.41;0.3;508.03
2021-02-14;43.41;alto impacto;60.34;0.4;84.32
2021-02-14;41.68;papelão;43.76;0.32;57.59
2021-02-14;49.08;ferro;77.55;0.37;105.95
2021-02-14;33.59;chumbo;337.24;0.35;456.38
2021-02-14;27.07;cobre;1570.06;0.38;2171.46
2021-02-14;7.09;PP COLORIDO;14.04;0.44;20.18
2021-02-14;7.23;bloco;74.98;0.35;100.88
2021-02-15;47.49;PP COLORIDO;93.08;0.36;126.5
2021-02-15;33.47;PP PRETO;57.23;0.34;76.87
2021-02-15;15.1;aluminio;145.72;0.36;197.58
2021-02-15;10.65;PET PEAD;36.1;0.35;48.62
2021-02-15;21.43;PP PRETO;38.57;0.36;52.46
2021-02-15;34.83;PET PEAD;120.51;0.41;169.87
2021-02-15;44.5;aluminio;419.19;0.33;557.63
2021-02-15;44.78;chumbo;451.83;0.41;638.59
2021-02-15;4.58;latinha;50.01;0.42;71.18
2021-02-15;39.64;aluminio;384.51;0.31;502.25
2021-02-15;17.83;arquivo;19.97;0.35;27.0
2021-02-16;29.86;PP COLORIDO;58.53;0.34;78.19
2021-02-16;6.69;aço;49.57;0.3;64.62
2021-02-16;22.05;ferro;35.72;0.44;51.49
2021-02-16;24.88;arquivo;26.62;0.37;36.44
2021-02-16;31.37;PP BRANCO;96.93;0.39;134.41
2021-02-16;30.52;arquivo;32.35;0.42;46.06
2021-02-16;38.64;vidro;53.32;0.45;77.22
2021-02-16;12.65;ferro;21.13;0.32;27.84
2021-02-16;27.36;PP BRANCO;82.9;0.37;113.29
2021-02-16;1.72;bateria;11.66;0.37;15.97
2021-02-16;11.16;bateria;74.88;0.36;101.58
2021-02-16;47.45;chumbo;472.13;0.39;658.14
2021-02-16;36.95;aluminio;361.37;0.38;497.61
2021-02-16;35.82;óleo;98.5;0.38;136.27
2021-02-16;40.31;PP COLORIDO;82.23;0.34;110.29
2021-02-16;8.71;PET PEAD;29.18;0.33;38.7
2021-02-16;35.09;aluminio;325.99;0.36;443.27
2021-02-16;19.01;bateria;131.93;0.42;187.94
2021-02-16;10.18;arquivo;10.59;0.38;14.64
2021-02-16;23.36;arquivo;24.76;0.32;32.6
2021-02-16;12.61;cobre;760.51;0.39;1054.85
2021-02-16;5.32;ferro;8.78;0.34;11.77
2021-02-16;36.35;bateria;253.72;0.37;346.78
2021-02-16;46.56;latinha;540.56;0.43;775.39
2021-02-16;11.97;ferro;19.27;0.34;25.76
2021-02-16;3.99;ferro;6.54;0.34;8.74
2021-02-16;25.43;aço;185.89;0.34;249.41
2021-02-16;13.48;aluminio;127.52;0.41;179.43
2021-02-17;29.16;placa eletronica;1529.73;0.42;2165.82
2021-02-17;14.32;PP PRETO;25.35;0.32;33.5
2021-02-17;0.48;alto impacto;0.64;0.35;0.86
2021-02-17;14.52;aço;105.12;0.34;141.22
2021-02-17;8.1;PET PEAD;27.3;0.38;37.8
2021-02-17;26.9;PP BRANCO;78.82;0.36;107.12
2021-02-17;26.58;chumbo;259.15;0.36;352.16
2021-02-17;2.12;alto impacto;2.82;0.4;3.94
2021-02-18;31.7;placa eletronica;1719.41;0.36;2340.44
2021-02-18;23.74;PP CRISTAL;96.38;0.33;128.62
2021-02-18;9.68;aluminio;90.99;0.33;120.63
2021-02-18;30.48;placa eletronica;1621.23;0.36;2208.33
2021-02-18;23.28;chumbo;236.99;0.44;341.18
2021-02-18;10.23;aluminio;94.32;0.37;129.42
2021-02-18;36.75;PP CRISTAL;142.59;0.4;199.78
2021-02-18;15.63;bateria;104.41;0.36;141.55
2021-02-18;8.67;cobre;511.79;0.38;707.34
2021-02-18;42.89;vidro;58.33;0.32;77.27
2021-02-18;13.78;PET PEAD;46.58;0.37;63.79
2021-02-18;14.75;PP PRETO;26.85;0.4;37.72
2021-02-18;20.68;alto impacto;28.12;0.36;38.34
2021-02-18;22.04;PVC vidro;2353.43;0.32;3095.16
2021-02-18;49.82;ferro;78.22;0.33;104.21
2021-02-18;9.37;PVC vidro;1022.36;0.35;1384.2
2021-02-18;24.39;PP PRETO;43.41;0.42;61.74
2021-02-18;6.28;PP PRETO;11.37;0.3;14.83
2021-02-18;35.01;PP BRANCO;108.53;0.34;145.06
2021-02-18;19.74;papelão;20.92;0.3;27.23
2021-02-18;7.25;PP COLORIDO;14.94;0.4;20.98
2021-02-18;35.08;chumbo;349.75;0.4;488.0
2021-02-19;12.11;PET PEAD;42.02;0.31;55.0
2021-02-19;48.59;PP BRANCO;148.69;0.35;201.41
2021-02-19;37.54;alto impacto;52.56;0.4;73.51
2021-02-19;21.86;papelão;22.73;0.33;30.12
2021-02-19;16.3;latinha;190.71;0.41;268.93
2021-02-19;21.89;PP BRANCO;66.11;0.31;86.41
2021-02-19;2.83;aluminio;26.04;0.3;33.88
2021-02-19;1.97;bloco;21.45;0.44;30.92
2021-02-19;5.86;PVC vidro;611.78;0.41;864.98
2021-02-19;4.85;PET PEAD;16.44;0.36;22.43
2021-02-19;10.06;aluminio;91.65;0.41;129.42
2021-02-19;3.84;placa eletronica;205.82;0.38;283.63
2021-02-19;25.96;aço;184.32;0.36;251.3
2021-02-19;30.3;PP BRANCO;90.6;0.39;125.91
2021-02-19;39.24;placa eletronica;2066.38;0.38;2849.88
2021-02-19;34.71;papelão;36.79;0.35;49.71
2021-02-19;23.76;bateria;164.89;0.31;216.52
2021-02-19;4.15;PP COLORIDO;8.38;0.42;11.94
2021-02-19;6.9;chumbo;70.59;0.31;92.38
2021-02-19;32.23;aluminio;315.53;0.34;422.69
2021-02-19;39.74;PVC vidro;4294.7;0.44;6189.53
2021-02-19;14.89;PP CRISTAL;59.41;0.45;85.98
2021-02-20;7.95;arquivo;8.75;0.31;11.43
2021-02-20;6.08;aço;45.6;0.4;63.85
2021-02-20;0.15;PP COLORIDO;0.3;0.43;0.43
2021-02-20;20.24;arquivo;21.25;0.33;28.36
2021-02-20;6.86;ferro;11.32;0.41;15.98
2021-02-20;41.01;papelão;45.11;0.34;60.5
2021-02-20;45.01;latinha;523.92;0.33;696.77
2021-02-20;49.15;aluminio;460.54;0.44;663.24
2021-02-20;24.16;cobre;1484.15;0.43;2118.54
2021-02-21;15.38;PVC vidro;1644.43;0.36;2232.3
2021-02-21;21.58;PP PRETO;36.9;0.32;48.75
2021-02-21;11.7;PET PEAD;39.9;0.4;55.91
2021-02-21;38.85;vidro;51.28;0.31;66.94
2021-02-21;16.29;chumbo;161.76;0.36;219.41
2021-02-21;24.75;PP BRANCO;74.5;0.44;107.24
2021-02-21;44.49;PP PRETO;76.52;0.4;106.75
2021-02-21;24.04;aluminio;223.09;0.3;290.34
2021-02-21;5.09;PP COLORIDO;10.23;0.37;14.02
2021-02-21;0.59;bloco;6.15;0.4;8.59
2021-02-21;17.22;aço;121.4;0.44;174.78
2021-02-21;1.11;latinha;12.99;0.43;18.54
2021-02-21;25.97;placa eletronica;1373.03;0.43;1969.81
2021-02-21;25.54;PP COLORIDO;51.34;0.3;66.76
2021-02-21;27.91;aço;204.02;0.38;281.68
2021-02-21;9.3;cobre;544.89;0.33;725.43
2021-02-21;21.46;PP BRANCO;64.81;0.44;93.16
2021-02-21;36.35;aluminio;345.32;0.32;455.32
2021-02-21;36.91;aluminio;345.48;0.4;485.37
2021-02-21;0.16;aço;1.17;0.33;1.55
2021-02-21;36.61;vidro;50.52;0.33;67.27
2021-02-21;19.97;PET PEAD;67.7;0.42;96.33
2021-02-21;21.52;alto impacto;29.27;0.32;38.71
2021-02-22;23.3;placa eletronica;1223.95;0.34;1641.96
2021-02-22;32.75;vidro;45.85;0.32;60.67
2021-02-22;7.14;bloco;74.04;0.34;99.54
2021-02-22;46.31;ferro;75.49;0.43;108.29
2021-02-22;36.89;PP BRANCO;113.99;0.31;149.39
2021-02-22;8.73;PP COLORIDO;17.29;0.32;22.86
2021-02-22;12.69;PET PEAD;41.88;0.38;57.81
2021-02-22;28.38;PVC vidro;3002.32;0.42;4270.12
2021-02-22;11.48;PP BRANCO;34.78;0.44;50.16
2021-02-22;8.77;aço;63.49;0.43;90.61
2021-02-22;24.45;papelão;26.41;0.39;36.74
2021-02-22;2.46;latinha;28.81;0.33;38.4
2021-02-22;15.86;PET PEAD;54.72;0.38;75.51
2021-02-22;45.66;PP CRISTAL;185.38;0.35;249.87
2021-02-22;49.2;bloco;520.54;0.33;693.39
2021-02-22;37.96;PP CRISTAL;152.22;0.34;203.39
2021-02-23;45.22;papelão;48.84;0.44;70.45
2021-02-23;43.35;PP PRETO;74.56;0.33;99.14
2021-02-23;19.77;PP CRISTAL;79.67;0.36;108.21
2021-02-24;42.53;PP BRANCO;126.31;0.35;170.56
2021-02-24;25.52;PP BRANCO;75.28;0.34;100.76
2021-02-24;14.4;óleo;38.02;0.44;54.88
2021-02-24;17.2;vidro;23.56;0.41;33.13
2021-02-24;36.77;PET PEAD;127.96;0.34;171.34
2021-02-24;40.89;papelão;44.57;0.35;60.27
2021-02-24;40.62;papelão;43.46;0.36;59.26
2021-02-24;34.79;PET PEAD;116.2;0.42;165.02
2021-02-24;12.15;PP PRETO;21.38;0.35;28.92
2021-02-24;23.03;PET PEAD;78.76;0.32;103.72
2021-02-24;34.62;PVC vidro;3749.0;0.42;5309.78
2021-02-24;26.87;alto impacto;36.01;0.37;49.3
2021-02-24;4.71;PP PRETO;8.1;0.31;10.62
2021-02-24;37.74;alto impacto;51.7;0.44;74.39
2021-02-24;33.25;PET PEAD;110.39;0.32;145.72
2021-02-24;19.34;PVC vidro;2160.86;0.32;2845.96
2021-02-24;40.32;bloco;441.5;0.31;576.69
2021-02-24;8.28;chumbo;81.56;0.34;109.28
2021-02-24;10.34;alto impacto;13.86;0.45;20.1
2021-02-24;0.44;bateria;3.02;0.39;4.2
2021-02-24;2.84;ferro;4.49;0.44;6.47
2021-02-24;33.59;chumbo;348.33;0.38;479.98
2021-02-25;24.04;PET PEAD;78.61;0.38;108.74
2021-02-25;13.78;óleo;37.07;0.42;52.78
2021-02-25;46.57;vidro;64.27;0.38;88.56
2021-02-25;47.01;óleo;125.99;0.43;180.17
2021-02-25;33.14;ferro;51.7;0.34;69.44
2021-02-25;31.99;PET PEAD;106.53;0.3;138.79
2021-02-25;19.76;latinha;217.16;0.3;282.47
2021-02-26;8.26;aluminio;78.22;0.33;104.12
2021-02-26;4.83;ferro;8.07;0.44;11.65
2021-02-26;40.58;arquivo;45.04;0.39;62.66
2021-02-26;40.55;cobre;2346.22;0.34;3154.45
2021-02-26;37.31;PET PEAD;128.72;0.34;172.77
2021-02-26;20.46;PVC vidro;2239.96;0.39;3119.26
2021-02-26;10.24;aço;76.9;0.33;102.22
2021-02-26;30.54;latinha;333.8;0.32;442.18
2021-02-26;12.03;arquivo;12.75;0.41;18.0
2021-02-26;42.61;cobre;2464.14;0.4;3444.59
2021-02-26;11.55;aluminio;108.11;0.35;145.48
2021-02-26;18.02;arquivo;18.92;0.32;24.98
2021-02-26;12.6;bloco;132.17;0.3;172.18
2021-02-26;41.52;latinha;481.63;0.37;660.45
2021-02-26;42.06;ferro;70.66;0.43;101.17
2021-02-26;26.33;latinha;299.9;0.33;397.67
2021-02-26;29.77;óleo;78.3;0.44;112.72
2021-02-26;7.57;PET PEAD;25.81;0.39;36.0
2021-02-26;42.22;cobre;2554.31;0.32;3367.81
2021-02-26;36.1;papelão;37.91;0.44;54.76
2021-02-26;10.46;óleo;27.72;0.43;39.7
2021-02-27;35.06;PP BRANCO;106.23;0.36;144.21
2021-02-27;17.98;papelão;19.6;0.38;27.11
2021-02-28;38.21;papelão;40.5;0.43;57.96
2021-02-28;45.61;cobre;2664.54;0.43;3802.46
2021-02-28;16.11;PVC vidro;1763.88;0.42;2497.5
2021-02-28;46.58;PP BRANCO;138.34;0.41;195.04
2021-02-28;43.98;arquivo;48.82;0.3;63.55
2021-02-28;5.97;chumbo;60.3;0.37;82.54
2021-02-28;24.98;PET PEAD;86.43;0.34;115.72
2021-02-28;44.36;ferro;70.53;0.32;93.06
2021-02-28;26.19;arquivo;28.29;0.36;38.37
2021-02-28;12.38;PP CRISTAL;48.28;0.45;69.99
2021-02-28;6.37;PP BRANCO;19.24;0.39;26.69
2021-02-28;3.68;PP CRISTAL;14.87;0.36;20.2
2021-02-28;6.1;ferro;9.52;0.43;13.63
2021-02-28;13.13;PP PRETO;22.45;0.41;31.61
2021-02-28;7.66;aluminio;72.23;0.37;98.65
2021-02-28;23.34;PP COLORIDO;48.31;0.35;65.25
2021-02-28;25.54;PP PRETO;46.23;0.42;65.73
2021-02-28;46.49;cobre;2862.85;0.34;3821.96
2021-02-28;30.05;latinha;345.88;0.43;494.98
2021-02-28;10.71;placa eletronica;565.49;0.3;736.1
2021-02-28;26.53;arquivo;28.65;0.33;38.09
2021-03-01;6.51;aluminio;60.02;0.4;84.27
2021-03-01;29.23;PP CRISTAL;113.41;0.33;150.9
2021-03-01;13.94;bateria;92.14;0.36;125.03
2021-03-01;39.65;papelão;44.41;0.4;62.12
2021-03-01;2.59;PET PEAD;8.75;0.31;11.49
2021-03-01;47.02;vidro;65.36;0.37;89.64
2021-03-01;10.62;aluminio;102.16;0.33;135.45
2021-03-01;0.41;alto impacto;0.54;0.35;0.73
2021-03-01;45.47;PP CRISTAL;174.6;0.44;251.12
2021-03-01;45.36;PP PRETO;76.66;0.36;104.38
2021-03-01;30.98;alto impacto;42.75;0.38;59.11
2021-03-01;22.93;arquivo;24.08;0.42;34.12
2021-03-01;8.88;placa eletronica;461.76;0.33;614.59
2021-03-01;20.05;placa eletronica;1105.76;0.33;1473.49
2021-03-01;38.79;bateria;266.49;0.35;359.54
2021-03-01;39.84;PET PEAD;138.64;0.34;185.57
2021-03-01;28.12;óleo;77.05;0.41;108.92
2021-03-01;31.08;chumbo;314.53;0.31;411.09
2021-03-01;24.24;aço;171.86;0.34;229.9
2021-03-01;4.53;PP PRETO;7.97;0.44;11.5
2021-03-02;5.83;PVC vidro;617.51;0.3;803.41
2021-03-02;15.17;PVC vidro;1631.53;0.37;2237.21
2021-03-02;42.4;ferro;70.38;0.34;94.64
2021-03-02;1.84;PP PRETO;3.29;0.32;4.35
2021-03-02;2.51;bateria;16.77;0.32;22.09
2021-03-02;27.1;latinha;308.94;0.36;419.54
2021-03-02;20.87;PP COLORIDO;41.95;0.41;59.28
2021-03-02;33.1;bateria;231.7;0.36;314.53
2021-03-02;22.56;PET PEAD;76.93;0.32;101.31
2021-03-02;39.5;ferro;64.78;0.38;89.23
2021-03-02;32.88;PVC vidro;3604.96;0.38;4985.75
2021-03-02;16.41;bateria;113.56;0.38;157.15
2021-03-02;29.31;vidro;38.4;0.44;55.28
2021-03-02;32.62;alto impacto;43.71;0.37;60.01
2021-03-02;27.08;PVC vidro;3021.32;0.41;4254.49
2021-03-02;34.09;placa eletronica;1813.93;0.34;2428.0
2021-03-02;10.34;óleo;27.71;0.45;40.05
2021-03-02;36.11;óleo;97.5;0.38;134.58
2021-03-02;6.46;vidro;8.46;0.43;12.11
2021-03-02;15.02;ferro;25.08;0.37;34.41
2021-03-02;4.51;PP PRETO;7.85;0.37;10.78
2021-03-02;8.11;PP COLORIDO;16.87;0.38;23.33
2021-03-02;8.46;arquivo;9.31;0.32;12.25
2021-03-02;29.82;cobre;1810.37;0.31;2378.61
2021-03-02;33.89;PET PEAD;117.26;0.4;164.37
